ticks,who,name,pop.0,susceptible,cum.cases,cum.infected,cum.recovered,new.cases,new.infected,new.recovered,new.tests,alert.level
15,11,MidCentral,178240,178233,5,8,0,0,1,0,167,4
15,15,Nelson.Marlborough,150280,150273,5,7,0,1,2,0,160,4
15,1,Waitemata,622350,622248,78,123,0,7,13,0,641,4
15,5,Lakes,110040,110034,7,9,0,0,1,0,115,4
15,7,Tairawhiti,48965,48964,1,1,0,0,0,0,56,4
15,19,Southern,328230,328214,8,16,0,3,4,0,318,4
15,14,Wairarapa,44845,44845,0,0,0,0,0,0,51,4
15,3,Counties.Manukau,557790,557707,63,98,0,9,14,0,578,4
15,0,Northland,178500,178497,1,4,0,0,0,0,193,4
15,8,Taranaki,119640,119631,5,9,1,0,1,0,108,4
15,9,Hawkes.Bay,165360,165353,4,7,0,1,1,0,152,4
15,18,South.Canterbury,60025,60021,2,5,0,0,0,0,58,4
15,10,Whanganui,64565,64565,0,0,0,0,0,0,63,4
15,16,West.Coast,32445,32445,0,0,0,0,0,0,26,4
15,6,Bay.of.Plenty,236820,236742,70,90,0,12,16,0,249,4
15,17,Canterbury,562870,562825,34,54,0,2,5,0,513,4
15,12,Hutt.Valley,149270,149182,63,99,0,11,17,0,141,4
15,13,Capital.and.Coast,316620,316550,58,87,0,8,12,0,314,4
15,2,Auckland,538840,538723,88,131,0,16,21,0,577,4
15,4,Waikato,417130,417098,25,39,0,4,4,0,426,4
16,18,South.Canterbury,60025,60021,2,5,0,0,0,0,63,4
16,8,Taranaki,119640,119628,5,12,1,0,3,0,103,4
16,1,Waitemata,622350,622232,90,139,0,12,16,0,659,4
16,11,MidCentral,178240,178232,6,9,0,1,1,0,184,4
16,3,Counties.Manukau,557790,557694,68,111,0,5,13,0,595,4
16,14,Wairarapa,44845,44845,0,0,0,0,0,0,48,4
16,9,Hawkes.Bay,165360,165352,5,8,0,1,1,0,167,4
16,4,Waikato,417130,417094,28,43,0,3,4,0,374,4
16,6,Bay.of.Plenty,236820,236726,78,106,1,8,16,1,239,4
16,13,Capital.and.Coast,316620,316539,65,98,0,7,11,0,326,4
16,0,Northland,178500,178497,1,4,0,0,0,0,187,4
16,16,West.Coast,32445,32445,0,0,0,0,0,0,31,4
16,19,Southern,328230,328209,10,21,0,2,5,0,324,4
16,10,Whanganui,64565,64565,0,0,0,0,0,0,59,4
16,12,Hutt.Valley,149270,149164,74,117,0,11,18,0,159,4
16,17,Canterbury,562870,562819,39,60,0,5,6,0,564,4
16,7,Tairawhiti,48965,48964,1,1,0,0,0,0,61,4
16,2,Auckland,538840,538705,97,149,0,9,18,0,558,4
16,5,Lakes,110040,110031,8,12,0,1,3,0,96,4
16,15,Nelson.Marlborough,150280,150272,6,8,0,1,1,0,183,4
17,14,Wairarapa,44845,44845,0,0,0,0,0,0,50,4
17,7,Tairawhiti,48965,48964,1,1,0,0,0,0,53,4
17,6,Bay.of.Plenty,236820,236714,85,118,1,7,12,0,217,4
17,12,Hutt.Valley,149270,149143,88,138,0,14,21,0,157,4
17,0,Northland,178500,178497,1,4,0,0,0,0,168,4
17,11,MidCentral,178240,178231,7,10,0,1,1,0,142,4
17,13,Capital.and.Coast,316620,316525,77,112,0,12,14,0,315,4
17,10,Whanganui,64565,64565,0,0,0,0,0,0,77,4
17,9,Hawkes.Bay,165360,165348,7,12,0,2,4,0,189,4
17,19,Southern,328230,328206,12,24,0,2,3,0,346,4
17,16,West.Coast,32445,32445,0,0,0,0,0,0,30,4
17,3,Counties.Manukau,557790,557683,75,122,1,7,11,1,590,4
17,17,Canterbury,562870,562812,43,67,0,4,7,0,569,4
17,8,Taranaki,119640,119628,5,12,1,0,0,0,123,4
17,2,Auckland,538840,538667,121,187,0,24,38,0,556,4
17,18,South.Canterbury,60025,60020,3,6,0,1,1,0,52,4
17,4,Waikato,417130,417085,33,52,0,5,9,0,430,4
17,1,Waitemata,622350,622213,100,158,0,10,19,0,590,4
17,15,Nelson.Marlborough,150280,150270,7,10,0,1,2,0,155,4
17,5,Lakes,110040,110030,8,13,0,0,1,0,122,4
18,12,Hutt.Valley,149270,149127,99,154,0,11,16,0,124,4
18,14,Wairarapa,44845,44845,0,0,0,0,0,0,43,4
18,2,Auckland,538840,538641,138,213,0,17,26,0,537,4
